tail_num,mfr_name,model,model_2,year,cert_year,eng_mfr_name,eng_model,carrier,number_of_seats
N908EV,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2017.0,GE,CF34-3,EV,50.0
N678AE,EMBRAER,EMB-145LR,ERJ145,2004.0,2011.0,ROLLS-ROYC,AE3007A,EV,50.0
N685AE,EMBRAER,EMB-145LR,ERJ145,2004.0,2011.0,ROLLS-ROYC,AE3007A,EV,50.0
N671AE,EMBRAER,EMB-145LR,ERJ145,2004.0,2011.0,ROLLS-ROYC,AE3007A,EV,50.0
N675AE,EMBRAER,EMB-145LR,ERJ145,2004.0,2011.0,ROLLS-ROYC,AE3007A,EV,50.0
N687JS,EMBRAER,EMB-145LR,ERJ145,2004.0,2011.0,ROLLS-ROYC,AE3007A,EV,50.0
N672AE,EMBRAER,EMB-145LR,ERJ145,2004.0,2011.0,ROLLS-ROYC,AE3007A,EV,50.0
N633AE,EMBRAER,EMB-145LR,ERJ145,1999.0,2011.0,ROLLS-ROYC,AE3007A,EV,50.0
N673AE,EMBRAER,EMB-145LR,ERJ145,2004.0,2011.0,ROLLS-ROYC,AE3007A,EV,50.0
N904EV,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2017.0,GE,CF34-3,EV,50.0
N676AE,EMBRAER,EMB-145LR,ERJ145,2004.0,2011.0,ROLLS-ROYC,AE3007A,EV,50.0
N680AE,EMBRAER,EMB-145LR,ERJ145,2004.0,2011.0,ROLLS-ROYC,AE3007A,EV,50.0
N667GB,EMBRAER,EMB-145LR,ERJ145,2004.0,2011.0,ROLLS-ROYC,AE3007A,EV,50.0
N684JW,EMBRAER,EMB-145LR,ERJ145,2004.0,2011.0,ROLLS-ROYC,AE3007A,EV,50.0
N624AE,EMBRAER,EMB-145LR,ERJ145,1999.0,2011.0,ROLLS-ROYC,AE3007A,EV,50.0
N626AE,EMBRAER,EMB-145LR,ERJ145,1999.0,2011.0,ROLLS-ROYC,AE3007A,EV,50.0
N677AE,EMBRAER,EMB-145LR,ERJ145,2004.0,2011.0,ROLLS-ROYC,AE3007A,EV,50.0
N14570,EMBRAER,EMB-145LR,ERJ145,2002.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N12569,EMBRAER,EMB-145LR,ERJ145,2002.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N14905,EMBRAER,EMB-145LR,ERJ145,2001.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N13978,EMBRAER,EMB-145LR,ERJ145,1999.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N14904,EMBRAER,EMB-145LR,ERJ145,2001.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N34110,EMBRAER,EMB-145XR,ERJ145,2002.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N13995,EMBRAER,EMB-145LR,ERJ145,2000.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N11526,EMBRAER,EMB-135LR,ERJ135,2001.0,2018.0,ROLLS-ROYC,AE3007A,EV,37.0
N12530,EMBRAER,EMB-135LR,ERJ135,2001.0,2002.0,ROLLS-ROYC,AE3007A,EV,37.0
N15527,EMBRAER,EMB-135LR,ERJ135,2001.0,2018.0,ROLLS-ROYC,AE3007A,EV,37.0
N28529,EMBRAER,EMB-135LR,ERJ135,2001.0,2002.0,ROLLS-ROYC,AE3007A,EV,37.0
N12201,EMBRAER,EMB-145XR,ERJ145,2006.0,2006.0,ROLLS-ROYC,AE3007A,EV,50.0
N13550,EMBRAER,EMB-145LR,ERJ145,2002.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N12563,EMBRAER,EMB-145LR,ERJ145,2002.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N12564,EMBRAER,EMB-145LR,ERJ145,2002.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N14162,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N11199,EMBRAER,EMB-145XR,ERJ145,2006.0,2006.0,ROLLS-ROYC,AE3007A,EV,50.0
N14177,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N11165,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N11547,EMBRAER,EMB-145LR,ERJ145,2002.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N18556,EMBRAER,EMB-145LR,ERJ145,2002.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N14920,EMBRAER,EMB-145LR,ERJ145,2001.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N15986,EMBRAER,EMB-145LR,ERJ145,2000.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N13975,EMBRAER,EMB-145LR,ERJ145,1999.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N11539,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N13566,EMBRAER,EMB-145LR,ERJ145,2002.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N13914,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N16561,EMBRAER,EMB-145LR,ERJ145,2002.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N14573,EMBRAER,EMB-145LR,ERJ145,2002.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N14568,EMBRAER,EMB-145LR,ERJ145,2002.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N14991,EMBRAER,EMB-145LR,ERJ145,2000.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N10575,EMBRAER,EMB-145LR,ERJ145,2002.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N15572,EMBRAER,EMB-145LR,ERJ145,2002.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N16987,EMBRAER,EMB-145LR,ERJ145,2000.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N12567,EMBRAER,EMB-145LR,ERJ145,2002.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N14977,EMBRAER,EMB-145LR,ERJ145,1999.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N16976,EMBRAER,EMB-145LR,ERJ145,1999.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N13553,EMBRAER,EMB-145LR,ERJ145,2002.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N14174,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N14173,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N15985,EMBRAER,EMB-145LR,ERJ145,2000.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N14923,EMBRAER,EMB-145LR,ERJ145,2000.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N16981,EMBRAER,EMB-145LR,ERJ145,1999.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N12175,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N15910,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N22909,EMBRAER,EMB-145LR,ERJ145,2001.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N14916,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N21154,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N11544,EMBRAER,EMB-145LR,ERJ145,2002.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N17984,EMBRAER,EMB-145LR,ERJ145,2000.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N17560,EMBRAER,EMB-145LR,ERJ145,2002.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N19554,EMBRAER,EMB-145LR,ERJ145,2002.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N12924,EMBRAER,EMB-145LR,ERJ145,2000.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N11181,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N11191,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N11107,EMBRAER,EMB-145XR,ERJ145,2002.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N16571,EMBRAER,EMB-145LR,ERJ145,2002.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N11551,EMBRAER,EMB-145LR,ERJ145,2002.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N11536,EMBRAER,EMB-145LR,ERJ145,2001.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N11565,EMBRAER,EMB-145LR,ERJ145,2002.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N14543,EMBRAER,EMB-145LR,ERJ145,2002.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N36915,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N12921,EMBRAER,EMB-145LR,ERJ145,2000.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N26545,EMBRAER,EMB-145LR,ERJ145,2002.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N31131,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N15983,EMBRAER,EMB-145LR,ERJ145,2000.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N23139,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N14179,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N48901,EMBRAER,EMB-145LR,ERJ145,2001.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N21129,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N12160,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N13997,EMBRAER,EMB-145LR,ERJ145,2000.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N14158,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N13133,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N11164,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N21197,EMBRAER,EMB-145XR,ERJ145,2006.0,2006.0,ROLLS-ROYC,AE3007A,EV,50.0
N11189,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N14171,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N17115,EMBRAER,EMB-145XR,ERJ145,2002.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N12922,EMBRAER,EMB-145LR,ERJ145,2000.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N11150,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N11194,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N14203,EMBRAER,EMB-145XR,ERJ145,2006.0,2006.0,ROLLS-ROYC,AE3007A,EV,50.0
N26141,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N17169,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N16999,EMBRAER,EMB-145LR,ERJ145,2000.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N13989,EMBRAER,EMB-145LR,ERJ145,2000.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N29917,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N11548,EMBRAER,EMB-145LR,ERJ145,2002.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N12552,EMBRAER,EMB-145LR,ERJ145,2002.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N14542,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N16918,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N13903,EMBRAER,EMB-145LR,ERJ145,2001.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N13988,EMBRAER,EMB-145LR,ERJ145,2000.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N12195,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N12142,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N12166,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N11193,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N33182,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N12540,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N14902,EMBRAER,EMB-145LR,ERJ145,2001.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N26549,EMBRAER,EMB-145LR,ERJ145,2002.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N13538,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N17146,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N11127,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N12157,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N12163,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N13992,EMBRAER,EMB-145LR,ERJ145,2000.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N11192,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N12136,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N15912,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N12900,EMBRAER,EMB-145LR,ERJ145,2001.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N14998,EMBRAER,EMB-145LR,ERJ145,2000.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N11535,EMBRAER,EMB-145LR,ERJ145,2001.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N15980,EMBRAER,EMB-145LR,ERJ145,1999.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N17196,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N13908,EMBRAER,EMB-145LR,ERJ145,2001.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N12996,EMBRAER,EMB-145LR,ERJ145,2000.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N14993,EMBRAER,EMB-145LR,ERJ145,2000.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N24103,EMBRAER,EMB-145XR,ERJ145,2002.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N17185,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N11184,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N16546,EMBRAER,EMB-145LR,ERJ145,2002.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N13994,EMBRAER,EMB-145LR,ERJ145,2000.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N25134,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N13913,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N21144,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N14180,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N13118,EMBRAER,EMB-145XR,ERJ145,2002.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N21537,EMBRAER,EMB-145LR,ERJ145,2001.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N14907,EMBRAER,EMB-145LR,ERJ145,2001.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N12135,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N16178,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N17138,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N17108,EMBRAER,EMB-145XR,ERJ145,2002.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N14204,EMBRAER,EMB-145XR,ERJ145,2006.0,2006.0,ROLLS-ROYC,AE3007A,EV,50.0
N14148,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N14168,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N13161,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N14562,EMBRAER,EMB-145LR,ERJ145,2002.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N16559,EMBRAER,EMB-145LR,ERJ145,2002.0,2002.0,ROLLS-ROYC,AE3007A,EV,50.0
N16149,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N16170,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N13132,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N16911,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N14198,EMBRAER,EMB-145XR,ERJ145,2006.0,2006.0,ROLLS-ROYC,AE3007A,EV,50.0
N14186,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N11187,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N12172,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N11140,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N14188,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N16919,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N14143,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N11176,EMBRAER,EMB-145XR,ERJ145,2004.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N13979,EMBRAER,EMB-145LR,ERJ145,1999.0,2000.0,ROLLS-ROYC,AE3007A,EV,50.0
N16541,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N11109,EMBRAER,EMB-145XR,ERJ145,2002.0,2018.0,ROLLS-ROYC,AE3007A,EV,50.0
N29906,EMBRAER,EMB-145LR,ERJ145,2001.0,2017.0,ROLLS-ROYC,AE3007A,EV,50.0
N17159,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N27190,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N12167,EMBRAER,EMB-145XR,ERJ145,2004.0,2004.0,ROLLS-ROYC,AE3007A,EV,50.0
N27152,EMBRAER,EMB-145XR,ERJ145,2003.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N27200,EMBRAER,EMB-145XR,ERJ145,2006.0,2006.0,ROLLS-ROYC,AE3007A,EV,50.0
N14105,EMBRAER,EMB-145XR,ERJ145,2002.0,2003.0,ROLLS-ROYC,AE3007A,EV,50.0
N16183,EMBRAER,EMB-145XR,ERJ145,2005.0,2005.0,ROLLS-ROYC,AE3007A,EV,50.0
N13202,EMBRAER,EMB-145XR,ERJ145,2006.0,2006.0,ROLLS-ROYC,AE3007A,EV,50.0
N183DN,BOEING,767-332ER,767-300ER,1993.0,1993.0,P & W,PW4060,DL,211.0
N830MH,BOEING,767-432ER,767-400ER,2000.0,2000.0,GE,CF6-80C2,DL,246.0
N184DN,BOEING,767-332ER,767-300ER,1993.0,2018.0,P & W,PW4060,DL,211.0
N855NW,AIRBUS,A330-223,A330-200,2004.0,2009.0,P & W,PW4168A,DL,234.0
N857AS,BOMBARDIER INC,CL-600-2B19,CL-600,2000.0,2017.0,GE,CF34-3,EV,50.0
N882AS,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,EV,50.0
N854AS,BOMBARDIER INC,CL-600-2B19,CL-600,2000.0,2017.0,GE,CF34-3,EV,50.0
N924EV,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,EV,50.0
N851AS,BOMBARDIER INC,CL-600-2B19,CL-600,1999.0,2017.0,GE,CF34-3,EV,50.0
N859AS,BOMBARDIER INC,CL-600-2B19,CL-600,2000.0,2017.0,GE,CF34-3,EV,50.0
N925EV,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2017.0,GE,CF34-3,EV,50.0
N847AS,BOMBARDIER INC,CL-600-2B19,CL-600,1999.0,2017.0,GE,CF34-3,EV,50.0
N870AS,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2004.0,GE,CF34-3,EV,50.0
N195PQ,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2014.0,GE,CF34-8C,EV,76.0
N900EV,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2017.0,GE,CF34-3,EV,50.0
N871AS,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2004.0,GE,CF34-3,EV,50.0
N371CA,BOMBARDIER INC,CL-600-2C10,CL-600,2003.0,2012.0,GE,CF34-8C,EV,69.0
N166PQ,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2013.0,GE,CF34-8C,EV,76.0
N228PQ,BOMBARDIER INC,CL-600-2D24,CL-600,2009.0,2014.0,GE,CF34-8C,EV,76.0
N860AS,BOMBARDIER INC,CL-600-2B19,CL-600,2000.0,2017.0,GE,CF34-3,EV,50.0
N883AS,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,EV,50.0
N919EV,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2017.0,GE,CF34-3,EV,50.0
N878AS,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2017.0,GE,CF34-3,EV,50.0
N856AS,BOMBARDIER INC,CL-600-2B19,CL-600,2000.0,2017.0,GE,CF34-3,EV,50.0
N717EV,BOMBARDIER INC,CL-600-2C10,CL-600,2003.0,2003.0,GE,CF34-8C,EV,69.0
N138EV,BOMBARDIER INC,CL-600-2D24,CL-600,2009.0,2009.0,GE,CF34-8C,EV,76.0
N722EV,BOMBARDIER INC,CL-600-2C10,CL-600,2003.0,2018.0,GE,CF34-8C,EV,69.0
N132EV,BOMBARDIER INC,CL-600-2D24,CL-600,2009.0,2009.0,GE,CF34-8C,EV,76.0
N153PQ,BOMBARDIER INC,CL-600-2D24,CL-600,2007.0,2013.0,GE,CF34-8C,EV,76.0
N137EV,BOMBARDIER INC,CL-600-2D24,CL-600,2009.0,2009.0,GE,CF34-8C,EV,76.0
N186PQ,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2014.0,GE,CF34-8C,EV,76.0
N197PQ,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2013.0,GE,CF34-8C,EV,76.0
N232PQ,BOMBARDIER INC,CL-600-2D24,CL-600,2009.0,2014.0,GE,CF34-8C,EV,76.0
N136EV,BOMBARDIER INC,CL-600-2D24,CL-600,2009.0,2009.0,GE,CF34-8C,EV,76.0
N147PQ,BOMBARDIER INC,CL-600-2D24,CL-600,2007.0,2014.0,GE,CF34-8C,EV,76.0
N582CA,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2012.0,GE,CF34-8C,EV,76.0
N134EV,BOMBARDIER INC,CL-600-2D24,CL-600,2009.0,2009.0,GE,CF34-8C,EV,76.0
N855AS,BOMBARDIER INC,CL-600-2B19,CL-600,2000.0,2017.0,GE,CF34-3,EV,50.0
N868AS,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,EV,50.0
N881AS,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,EV,50.0
N873AS,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,EV,50.0
N926EV,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2017.0,GE,CF34-3,EV,50.0
N914EV,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2017.0,GE,CF34-3,EV,50.0
N917EV,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2017.0,GE,CF34-3,EV,50.0
N921EV,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2017.0,GE,CF34-3,EV,50.0
N922EV,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2017.0,GE,CF34-3,EV,50.0
N848AS,BOMBARDIER INC,CL-600-2B19,CL-600,1999.0,2017.0,GE,CF34-3,EV,50.0
N759EV,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2005.0,GE,CF34-8C,EV,69.0
N718EV,BOMBARDIER INC,CL-600-2C10,CL-600,2003.0,2003.0,GE,CF34-8C,EV,69.0
N538CA,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2012.0,GE,CF34-8C,EV,76.0
N135EV,BOMBARDIER INC,CL-600-2D24,CL-600,2009.0,2009.0,GE,CF34-8C,EV,76.0
N678CA,BOMBARDIER INC,CL-600-2D24,CL-600,2007.0,2012.0,GE,CF34-8C,EV,76.0
N131EV,BOMBARDIER INC,CL-600-2D24,CL-600,2009.0,2009.0,GE,CF34-8C,EV,76.0
N695CA,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2012.0,GE,CF34-8C,EV,76.0
N607LR,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2008.0,GE,CF34-8C,EV,76.0
N146PQ,BOMBARDIER INC,CL-600-2D24,CL-600,2007.0,2014.0,GE,CF34-8C,EV,76.0
