tail_num,mfr_name,model,model_2,year,cert_year,eng_mfr_name,eng_model,carrier,number_of_seats
N226WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N7729A,BOEING,737-76N,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N645SW,BOEING,737-3H4,737-300,1997.0,1997.0,CFM INTL,CFM56-3,WN,137.0
N317WN,BOEING,737-3Q8,737-300,1988.0,1999.0,CFM INTL,CFM56-3,WN,137.0
N697SW,BOEING,737-3T0,737-300,1988.0,1995.0,CFM INTL,CFM56-3,WN,137.0
N550WN,BOEING,737-76Q,737-700,2001.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N439WN,BOEING,737-7H4,737-700,2003.0,2003.0,CFM INTL,CFM56-7B,WN,143.0
N483WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N646SW,BOEING,737-3H4,737-300,1997.0,1997.0,CFM INTL,CFM56-3,WN,137.0
N619SW,BOEING,737-3H4,737-300,1995.0,2017.0,CFM INTL,CFM56-3,WN,137.0
N7727A,BOEING,737-76N,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N965WN,BOEING,737-7H4,737-700,2011.0,2011.0,CFM INTL,CFM56-7B,WN,143.0
N7735A,BOEING,737-7BD,737-700,2006.0,2012.0,CFM INTL,CFM56-7B,WN,143.0
N232WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N644SW,BOEING,737-3H4,737-300,1997.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N7712G,BOEING,737-76N,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N497WN,BOEING,737-7H4,737-700,2004.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N558WN,BOEING,737-73V,737-700,2002.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N7823A,BOEING,737-7CT,737-700,2003.0,2015.0,CFM INTL,CFM56-7B,WN,143.0
N261WN,BOEING,737-7H4,737-700,2006.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N944WN,BOEING,737-7H4,737-700,2010.0,2010.0,CFM INTL,CFM56-7B,WN,143.0
N8646B,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N8629A,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N7710A,BOEING,737-76N,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N524SW,BOEING,737-5H4,737-500,1992.0,1992.0,CFM INTL,CFM56-3,WN,122.0
N425LV,BOEING,737-7H4,737-700,2002.0,2002.0,CFM INTL,CFM56-7B,WN,143.0
N401WN,BOEING,737-7H4,737-700,2001.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N790SW,BOEING,737-7H4,737-700,2000.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N238WN,BOEING,737-7H4,737-700,2005.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N765SW,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N617SW,BOEING,737-3H4,737-300,1995.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N243WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N204WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N273WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N386SW,BOEING,737-3H4,737-300,1994.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N8618N,BOEING,737-8H4,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N771SA,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N755SA,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N356SW,BOEING,737-3H4,737-300,1991.0,1991.0,CFM INTL,CFM56-3,WN,137.0
N400WN,BOEING,737-7H4,737-700,2001.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N453WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N275WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N8601C,BOEING,737-8H4,737-800,2012.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N7713A,BOEING,737-7BD,737-700,2005.0,2013.0,CFM INTL,CFM56-7B,WN,143.0
N713SW,BOEING,737-7H4,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N216WR,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N364SW,BOEING,737-3H4,737-300,1993.0,2004.0,CFM INTL,CFM56-3,WN,137.0
N7709A,BOEING,737-76N,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N782SA,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N8613K,BOEING,737-8H4,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N606SW,BOEING,737-3H4,737-300,1995.0,2017.0,CFM INTL,CFM56-3,WN,137.0
N7707C,BOEING,737-76N,737-700,2004.0,2010.0,CFM INTL,CFM56-7B,WN,143.0
N8602F,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N960WN,BOEING,737-7H4,737-700,2011.0,2011.0,CFM INTL,CFM56-7B,WN,143.0
N467WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N257WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N484WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N912WN,BOEING,737-7H4,737-700,2008.0,2008.0,CFM INTL,CFM56-7B,WN,143.0
N7843A,BOEING,737-752,737-700,2006.0,2015.0,CFM INTL,CFM56-7B,WN,143.0
N931WN,BOEING,737-7H4,737-700,2009.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N956WN,BOEING,737-7H4,737-700,2011.0,2011.0,CFM INTL,CFM56-7B,WN,143.0
N264LV,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N277WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N925WN,BOEING,737-7H4,737-700,2008.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N601WN,BOEING,737-3H4,737-300,1995.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N7814B,BOEING,737-7K9,737-700,2001.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N492WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N443WN,BOEING,737-7H4,737-700,2003.0,2003.0,CFM INTL,CFM56-7B,WN,143.0
N485WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N478WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N614SW,BOEING,737-3H4,737-300,1995.0,1995.0,CFM INTL,CFM56-3,WN,137.0
N382SW,BOEING,737-3H4,737-300,1994.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N616SW,BOEING,737-3H4,737-300,1995.0,1995.0,CFM INTL,CFM56-3,WN,137.0
N477WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N554WN,BOEING,737-7BX,737-700,2002.0,2011.0,CFM INTL,CFM56-7B,WN,143.0
N359SW,BOEING,737-3H4,737-300,1992.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N570WN,BOEING,737-7CT,737-700,2002.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N937WN,BOEING,737-7H4,737-700,2009.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N967WN,BOEING,737-7H4,737-700,2011.0,2011.0,CFM INTL,CFM56-7B,WN,143.0
N557WN,BOEING,737-790,737-700,2000.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N789SW,BOEING,737-7H4,737-700,2000.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N479WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N935WN,BOEING,737-7H4,737-700,2009.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N7744A,BOEING,737-7BD,737-700,2007.0,2013.0,CFM INTL,CFM56-7B,WN,143.0
N7752B,BOEING,737-7BD,737-700,2008.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N647SW,BOEING,737-3H4,737-300,1997.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N902WN,BOEING,737-7H4,737-700,2007.0,2008.0,CFM INTL,CFM56-7B,WN,143.0
N751SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N8647A,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N431WN,BOEING,737-7H4,737-700,2002.0,2003.0,CFM INTL,CFM56-7B,WN,143.0
N8610A,BOEING,737-8H4,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N794SW,BOEING,737-7H4,737-700,2001.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N916WN,BOEING,737-7H4,737-700,2008.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N742SW,BOEING,737-7H4,737-700,1998.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N268WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N943WN,BOEING,737-7H4,737-700,2010.0,2010.0,CFM INTL,CFM56-7B,WN,143.0
N786SW,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N480WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N224WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N7741C,BOEING,737-7BD,737-700,2007.0,2013.0,CFM INTL,CFM56-7B,WN,143.0
N7740A,BOEING,737-7BD,737-700,2007.0,2012.0,CFM INTL,CFM56-7B,WN,143.0
N968WN,BOEING,737-7H4,737-700,2011.0,2012.0,CFM INTL,CFM56-7B,WN,143.0
N563WN,BOEING,737-752,737-700,2002.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N731SA,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N448WN,BOEING,737-7H4,737-700,2003.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N440LV,BOEING,737-7H4,737-700,2003.0,2003.0,CFM INTL,CFM56-7B,WN,143.0
N7818L,BOEING,737-76N,737-700,1999.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N7831B,BOEING,737-7CT,737-700,2003.0,2015.0,CFM INTL,CFM56-7B,WN,143.0
N733SA,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N7822A,BOEING,737-76N,737-700,2001.0,2015.0,CFM INTL,CFM56-7B,WN,143.0
N211WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N8608N,BOEING,737-8H4,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N405WN,BOEING,737-7H4,737-700,2001.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N908WN,BOEING,737-7H4,737-700,2008.0,2008.0,CFM INTL,CFM56-7B,WN,143.0
N8655D,BOEING,737-8H4,737-800,2014.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N791SW,BOEING,737-7H4,737-700,2000.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N7716A,BOEING,737-76N,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N561WN,BOEING,737-73V,737-700,2003.0,2015.0,CFM INTL,CFM56-7B,WN,143.0
N481WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N685SW,BOEING,737-3Q8,737-300,1986.0,2016.0,CFM INTL,CFM56-3,WN,137.0
N611SW,BOEING,737-3H4,737-300,1995.0,1995.0,CFM INTL,CFM56-3,WN,137.0
N490WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
7820L,BOEING,737-79P,737-700,2002.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N562WN,BOEING,737-790,737-700,2000.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N7827A,BOEING,737-79P,737-700,2003.0,2015.0,CFM INTL,CFM56-7B,WN,143.0
N8328A,BOEING,737-8H4,737-800,2012.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N399WN,BOEING,737-3H4,737-300,1995.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N474WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N8611F,BOEING,737-8H4,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N8313F,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N272WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N8669B,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N403WN,BOEING,737-7H4,737-700,2001.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N781WN,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N217JC,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N726SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N8322X,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N255WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N780SW,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N7746C,BOEING,737-7BD,737-700,2007.0,2013.0,CFM INTL,CFM56-7B,WN,143.0
N407WN,BOEING,737-7H4,737-700,2001.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N297WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N7705A,BOEING,737-76N,737-700,2004.0,2016.0,CFM INTL,CFM56-7B,WN,143.0
N464WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N8325D,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N7748A,BOEING,737-7BD,737-700,2007.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N918WN,BOEING,737-7H4,737-700,2008.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N8645A,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N8307K,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N8607M,BOEING,737-8H4,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N430WN,BOEING,737-7H4,737-700,2002.0,2003.0,CFM INTL,CFM56-7B,WN,143.0
N7719A,BOEING,737-76N,737-700,2005.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N629SW,BOEING,737-3H4,737-300,1996.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N7833A,BOEING,737-79P,737-700,2003.0,2015.0,CFM INTL,CFM56-7B,WN,143.0
N270WN,BOEING,737-705,737-700,1998.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N416WN,BOEING,737-7H4,737-700,2001.0,2002.0,CFM INTL,CFM56-7B,WN,143.0
N8671D,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N8638A,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N962WN,BOEING,737-7H4,737-700,2011.0,2011.0,CFM INTL,CFM56-7B,WN,143.0
N7718B,BOEING,737-76N,737-700,2005.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N7749B,BOEING,737-7BD,737-700,2009.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N249WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N797MX,BOEING,737-7H4,737-700,2001.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N8654B,BOEING,737-8H4,737-800,2014.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N913WN,BOEING,737-7H4,737-700,2008.0,2008.0,CFM INTL,CFM56-7B,WN,143.0
N267WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N8628A,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N8609A,BOEING,737-8H4,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N494WN,BOEING,737-7H4,737-700,2004.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N266WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N472WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N8633A,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N745SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N437WN,BOEING,737-7H4,737-700,2003.0,2003.0,CFM INTL,CFM56-7B,WN,143.0
N8620H,BOEING,737-8H4,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N901WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N392SW,BOEING,737-3H4,737-300,1994.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N8667D,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N8314L,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N717SA,BOEING,737-7H4,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N8651A,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N469WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N744SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N954WN,BOEING,737-7H4,737-700,2011.0,2011.0,CFM INTL,CFM56-7B,WN,143.0
N966WN,BOEING,737-7H4,737-700,2011.0,2011.0,CFM INTL,CFM56-7B,WN,143.0
N700GS,BOEING,737-7H4,737-700,1997.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N8308K,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N7726A,BOEING,737-7BD,737-700,2006.0,2012.0,CFM INTL,CFM56-7B,WN,143.0
N251WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N796SW,BOEING,737-7H4,737-700,2001.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N482WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N246LV,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N212WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N8627B,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N8612K,BOEING,737-8H4,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N444WN,BOEING,737-7H4,737-700,2003.0,2003.0,CFM INTL,CFM56-7B,WN,143.0
N7828A,BOEING,737-7CT,737-700,2003.0,2015.0,CFM INTL,CFM56-7B,WN,143.0
N735SA,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N923WN,BOEING,737-7H4,737-700,2008.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N609SW,BOEING,737-3H4,737-300,1995.0,1995.0,CFM INTL,CFM56-3,WN,137.0
N409WN,BOEING,737-7H4,737-700,2001.0,2002.0,CFM INTL,CFM56-7B,WN,143.0
N487WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N8625A,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N493WN,BOEING,737-7H4,737-700,2004.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N200WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N779SW,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N8642E,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N7711N,BOEING,737-76N,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N905WN,BOEING,737-7H4,737-700,2008.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N421LV,BOEING,737-7H4,737-700,2001.0,2002.0,CFM INTL,CFM56-7B,WN,143.0
N218WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N486WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N8652B,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N969WN,BOEING,737-7H4,737-700,2011.0,2012.0,CFM INTL,CFM56-7B,WN,143.0
N280WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N7734H,BOEING,737-7BD,737-700,2006.0,2012.0,CFM INTL,CFM56-7B,WN,143.0
N8617E,BOEING,737-8H4,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N515SW,BOEING,737-5H4,737-500,1991.0,2016.0,CFM INTL,CFM56-3,WN,122.0
N521SW,BOEING,737-5H4,737-500,1991.0,1991.0,CFM INTL,CFM56-3,WN,122.0
N8329B,BOEING,737-8H4,737-800,2012.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N8319F,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N525SW,BOEING,737-5H4,737-500,1992.0,1992.0,CFM INTL,CFM56-3,WN,122.0
N939WN,BOEING,737-7H4,737-700,2009.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N522SW,BOEING,737-5H4,737-500,1992.0,1992.0,CFM INTL,CFM56-3,WN,122.0
N352SW,BOEING,737-3H4,737-300,1990.0,1990.0,CFM INTL,CFM56-3,WN,137.0
N915WN,BOEING,737-7H4,737-700,2008.0,2008.0,CFM INTL,CFM56-7B,WN,143.0
N795SW,BOEING,737-7H4,737-700,2001.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N8326F,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N792SW,BOEING,737-7H4,737-700,2000.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N8604K,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N8631A,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N8324A,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N7733B,BOEING,737-76N,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N552WN,BOEING,737-7BX,737-700,2002.0,2010.0,CFM INTL,CFM56-7B,WN,143.0
N520SW,BOEING,737-5H4,737-500,1991.0,1991.0,CFM INTL,CFM56-3,WN,122.0
N600WN,BOEING,737-3H4,737-300,1995.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N934WN,BOEING,737-7H4,737-700,2009.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N8327A,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N8624J,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N8605E,BOEING,737-8H4,737-800,2012.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N8664J,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N240WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N7813P,BOEING,737-7K9,737-700,2001.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N496WN,BOEING,737-7H4,737-700,2004.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N372SW,BOEING,737-3H4,737-300,1993.0,1993.0,CFM INTL,CFM56-3,WN,137.0
N559WN,BOEING,737-73V,737-700,2002.0,2015.0,CFM INTL,CFM56-7B,WN,143.0
N8619F,BOEING,737-8H4,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N434WN,BOEING,737-7H4,737-700,2003.0,2003.0,CFM INTL,CFM56-7B,WN,143.0
N951WN,BOEING,737-7H4,737-700,2010.0,2010.0,CFM INTL,CFM56-7B,WN,143.0
N526SW,BOEING,737-5H4,737-500,1992.0,1992.0,CFM INTL,CFM56-3,WN,122.0
N738CB,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N959WN,BOEING,737-7H4,737-700,2011.0,2011.0,CFM INTL,CFM56-7B,WN,143.0
N450WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N732SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N7811F,BOEING,737-76N,737-700,2001.0,2013.0,CFM INTL,CFM56-7B,WN,143.0
N8632A,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N957WN,BOEING,737-7H4,737-700,2011.0,2011.0,CFM INTL,CFM56-7B,WN,143.0
N715SW,BOEING,737-7H4,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N499WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N473WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N752SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N766SW,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N8600F,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N669SW,BOEING,737-3A4,737-300,1987.0,1998.0,CFM INTL,CFM56-3,WN,137.0
N917WN,BOEING,737-7H4,737-700,2008.0,2008.0,CFM INTL,CFM56-7B,WN,143.0
N936WN,BOEING,737-7H4,737-700,2009.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N555LV,BOEING,737-7BD,737-700,2011.0,2011.0,CFM INTL,CFM56-7B,WN,143.0
N749SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N269WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
