tail_num,mfr_name,model,year,cert_year,eng_mfr_name,eng_model,aircraft_type,carrier
N851AS,BOMBARDIER INC,CL-600-2B19,1999.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N859AS,BOMBARDIER INC,CL-600-2B19,2000.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N925EV,BOMBARDIER INC,CL-600-2B19,2003.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N847AS,BOMBARDIER INC,CL-600-2B19,1999.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N870AS,BOMBARDIER INC,CL-600-2B19,2001.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N195PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2014.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N900EV,BOMBARDIER INC,CL-600-2B19,2002.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N871AS,BOMBARDIER INC,CL-600-2B19,2001.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N371CA,BOMBARDIER INC,CL-600-2C10,2003.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N166PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2013.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N228PQ,BOMBARDIER INC,CL-600-2D24,2009.0,2014.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N860AS,BOMBARDIER INC,CL-600-2B19,2000.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N883AS,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N919EV,BOMBARDIER INC,CL-600-2B19,2003.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N878AS,BOMBARDIER INC,CL-600-2B19,2002.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N856AS,BOMBARDIER INC,CL-600-2B19,2000.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N717EV,BOMBARDIER INC,CL-600-2C10,2003.0,2003.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N138EV,BOMBARDIER INC,CL-600-2D24,2009.0,2009.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N722EV,BOMBARDIER INC,CL-600-2C10,2003.0,2018.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N132EV,BOMBARDIER INC,CL-600-2D24,2009.0,2009.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N153PQ,BOMBARDIER INC,CL-600-2D24,2007.0,2013.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N137EV,BOMBARDIER INC,CL-600-2D24,2009.0,2009.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N186PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2014.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N197PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2013.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N232PQ,BOMBARDIER INC,CL-600-2D24,2009.0,2014.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N136EV,BOMBARDIER INC,CL-600-2D24,2009.0,2009.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N147PQ,BOMBARDIER INC,CL-600-2D24,2007.0,2014.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N582CA,BOMBARDIER INC,CL-600-2D24,2008.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N134EV,BOMBARDIER INC,CL-600-2D24,2009.0,2009.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N855AS,BOMBARDIER INC,CL-600-2B19,2000.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N868AS,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N881AS,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N873AS,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N926EV,BOMBARDIER INC,CL-600-2B19,2003.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N914EV,BOMBARDIER INC,CL-600-2B19,2003.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N917EV,BOMBARDIER INC,CL-600-2B19,2003.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N921EV,BOMBARDIER INC,CL-600-2B19,2003.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N922EV,BOMBARDIER INC,CL-600-2B19,2003.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N848AS,BOMBARDIER INC,CL-600-2B19,1999.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N759EV,BOMBARDIER INC,CL-600-2C10,2005.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N718EV,BOMBARDIER INC,CL-600-2C10,2003.0,2003.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N538CA,BOMBARDIER INC,CL-600-2D24,2008.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N135EV,BOMBARDIER INC,CL-600-2D24,2009.0,2009.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N678CA,BOMBARDIER INC,CL-600-2D24,2007.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N131EV,BOMBARDIER INC,CL-600-2D24,2009.0,2009.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N695CA,BOMBARDIER INC,CL-600-2D24,2006.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N607LR,BOMBARDIER INC,CL-600-2D24,2008.0,2008.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N146PQ,BOMBARDIER INC,CL-600-2D24,2007.0,2014.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N200PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2014.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N748EV,BOMBARDIER INC,CL-600-2C10,2004.0,2004.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N858AS,BOMBARDIER INC,CL-600-2B19,2000.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N853AS,BOMBARDIER INC,CL-600-2B19,2000.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N872AS,BOMBARDIER INC,CL-600-2B19,2001.0,2001.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N916EV,BOMBARDIER INC,CL-600-2B19,2003.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N843AS,BOMBARDIER INC,CL-600-2B19,1999.0,,GE,CF34-3,Fixed Wing Multi-Engine,EV
N844AS,BOMBARDIER INC,CL-600-2B19,1999.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N927EV,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N861AS,BOMBARDIER INC,CL-600-2B19,2000.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N707EV,BOMBARDIER INC,CL-600-2C10,2002.0,2002.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N937EV,BOMBARDIER INC,CL-600-2B19,2005.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N741EV,BOMBARDIER INC,CL-600-2C10,2004.0,2004.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N606LR,BOMBARDIER INC,CL-600-2D24,2008.0,2008.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N676CA,BOMBARDIER INC,CL-600-2D24,2007.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N181PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2013.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N615QX,BOMBARDIER INC,CL-600-2C10,2002.0,2002.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N133EV,BOMBARDIER INC,CL-600-2D24,2009.0,2009.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N744EV,BOMBARDIER INC,CL-600-2C10,2004.0,2004.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N850AS,BOMBARDIER INC,CL-600-2B19,1999.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N849AS,BOMBARDIER INC,CL-600-2B19,1999.0,2016.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N867AS,BOMBARDIER INC,CL-600-2B19,2000.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N923EV,BOMBARDIER INC,CL-600-2B19,2003.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N750EV,BOMBARDIER INC,CL-600-2C10,2004.0,2004.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N716EV,BOMBARDIER INC,CL-600-2C10,2003.0,2003.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N724EV,BOMBARDIER INC,CL-600-2C10,2004.0,2004.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N738EV,BOMBARDIER INC,CL-600-2C10,2004.0,2004.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N751EV,BOMBARDIER INC,CL-600-2C10,2004.0,2004.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N604QX,BOMBARDIER INC,CL-600-2C10,2001.0,2002.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N608QX,BOMBARDIER INC,CL-600-2C10,2001.0,2001.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N723EV,BOMBARDIER INC,CL-600-2C10,2004.0,2004.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N712EV,BOMBARDIER INC,CL-600-2C10,2002.0,2003.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N753EV,BOMBARDIER INC,CL-600-2C10,2004.0,2004.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N391CA,BOMBARDIER INC,CL-600-2C10,2003.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N605QX,BOMBARDIER INC,CL-600-2C10,2002.0,2002.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N612QX,BOMBARDIER INC,CL-600-2C10,2002.0,2002.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N920EV,BOMBARDIER INC,CL-600-2B19,2003.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,EV
N758EV,BOMBARDIER INC,CL-600-2C10,2005.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N760EV,BOMBARDIER INC,CL-600-2C10,2005.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N614QX,BOMBARDIER INC,CL-600-2C10,2002.0,2002.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N708EV,BOMBARDIER INC,CL-600-2C10,2002.0,2002.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N710EV,BOMBARDIER INC,CL-600-2C10,2002.0,2002.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N709EV,BOMBARDIER INC,CL-600-2C10,2002.0,2002.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N730EV,BOMBARDIER INC,CL-600-2C10,2004.0,2004.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N600QX,BOMBARDIER INC,CL-600-2C10,2001.0,2001.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N761ND,BOMBARDIER INC,CL-600-2C10,2005.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N740EV,BOMBARDIER INC,CL-600-2C10,2004.0,2004.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N713EV,BOMBARDIER INC,CL-600-2C10,2003.0,2003.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N1201P,BOEING,767-332ER,1998.0,1998.0,P & W,PW4060,Fixed Wing Multi-Engine,DL
N691CA,BOMBARDIER INC,CL-600-2D24,2007.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N754EV,BOMBARDIER INC,CL-600-2C10,2004.0,2004.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N176PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2013.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N719EV,BOMBARDIER INC,CL-600-2C10,2003.0,2003.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N398CA,BOMBARDIER INC,CL-600-2C10,2003.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N720EV,BOMBARDIER INC,CL-600-2C10,2003.0,2003.0,GE,CF34-8C,Fixed Wing Multi-Engine,EV
N201FR,AIRBUS,A320-214,2008.0,2008.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N202FR,AIRBUS,A320-214,2008.0,2008.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N203FR,AIRBUS,A320-214,2002.0,2016.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N205FR,AIRBUS,A320-214,2010.0,2010.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N206FR,AIRBUS,A320-214,2010.0,2013.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N207FR,AIRBUS,A320-214,2010.0,2013.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N208FR,AIRBUS,A320-214,2011.0,2015.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N209FR,AIRBUS,A320-214,2011.0,2015.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N210FR,AIRBUS,A320-214,2011.0,2011.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N211FR,AIRBUS,A320-214,2011.0,2011.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N213FR,AIRBUS,A320-214,2011.0,2011.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N214FR,AIRBUS,A320-214,2011.0,2015.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N216FR,AIRBUS,A320-214,2011.0,2011.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N219FR,AIRBUS,A320-214,2002.0,2008.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N220FR,AIRBUS,A320-214,2013.0,2013.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N221FR,AIRBUS,A320-214,2007.0,2013.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N223FR,AIRBUS,A320-214,2006.0,2017.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N227FR,AIRBUS,A320-214,2014.0,2014.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N228FR,AIRBUS,A320-214,2013.0,2016.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N229FR,AIRBUS,A320-214,2013.0,2016.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N230FR,AIRBUS,A320-214,2015.0,2015.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N232FR,AIRBUS,A320-214,2015.0,2015.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N701FR,AIRBUS,A321-211,2015.0,2018.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N702FR,AIRBUS,A321-211,2015.0,2017.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N704FR,AIRBUS,A321-211,2015.0,2017.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N705FR,AIRBUS,A321-211,2015.0,2017.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N902FR,AIRBUS,A319-112,2001.0,2002.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N905FR,AIRBUS,A319-111,2001.0,2007.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N906FR,AIRBUS,A319-111,2002.0,2005.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N908FR,AIRBUS,A319-111,2002.0,2002.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N910FR,AIRBUS,A319-112,2002.0,2002.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N912FR,AIRBUS,A319-111,2002.0,2002.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N918FR,AIRBUS,A319-111,2003.0,2017.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N919FR,AIRBUS,A319-111,2003.0,2003.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N920FR,AIRBUS,A319-111,2003.0,2003.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N921FR,AIRBUS,A319-111,2003.0,,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N922FR,AIRBUS,A319-111,2003.0,2003.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N923FR,AIRBUS,A319-111,2003.0,2003.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N924FR,AIRBUS,A319-111,2003.0,2003.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N925FR,AIRBUS,A319-111,2004.0,2004.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N926FR,AIRBUS,A319-111,2004.0,2013.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N927FR,AIRBUS,A319-112,2004.0,2013.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N928FR,AIRBUS,A319-111,2004.0,2010.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N932FR,AIRBUS,A319-111,2004.0,2004.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N933FR,AIRBUS,A319-111,2004.0,2004.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N934FR,AIRBUS,A319-111,2004.0,2004.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N935FR,AIRBUS,A319-111,2004.0,2004.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N938FR,AIRBUS,A319-112,2005.0,2013.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N939FR,AIRBUS,A319-112,2005.0,2013.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N941FR,AIRBUS,A319-112,2005.0,2005.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N943FR,AIRBUS,A319-112,2005.0,2005.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N947FR,AIRBUS,A319-111,2006.0,2006.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N948FR,AIRBUS,A319-112,2006.0,2008.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N949FR,AIRBUS,A319-112,2006.0,2006.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N951FR,AIRBUS,A319-112,2009.0,2009.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N952FR,AIRBUS,A319-112,2010.0,2010.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N953FR,AIRBUS,A319-112,2010.0,2010.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N954FR,AIRBUS,A319-112,2002.0,2014.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N218FR,AIRBUS,A320-214,2001.0,2003.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N706FR,AIRBUS,A321-211,2015.0,2017.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,F9
N395HA,AIRBUS,A330-243,2013.0,2013.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N399HA,AIRBUS,A330-243,2014.0,2014.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N373HA,AIRBUS,A330-243,2014.0,2014.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N374HA,AIRBUS,A330-243,2014.0,2014.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N391HA,AIRBUS,A330-243,2013.0,2013.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N375HA,AIRBUS,A330-243,2015.0,2015.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N378HA,AIRBUS,A330-243,2015.0,2015.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N384HA,AIRBUS,A330-243,2011.0,2011.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N392HA,AIRBUS,A330-243,2013.0,2013.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N379HA,AIRBUS,A330-243,2015.0,2015.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N396HA,AIRBUS,A330-243,2014.0,2014.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N381HA,AIRBUS,A330-243,2010.0,2015.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N383HA,AIRBUS,A330-243,2011.0,2011.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N385HA,AIRBUS,A330-243,2012.0,2012.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N393HA,AIRBUS,A330-243,2013.0,2013.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N580HA,BOEING,767-33AER,2001.0,2017.0,P & W,PW4060,Fixed Wing Multi-Engine,HA
N594HA,BOEING,767-332,1986.0,2006.0,GE,CF6-80C2,Fixed Wing Multi-Engine,HA
N582HA,BOEING,767-33AER,2001.0,2017.0,P & W,PW4060,Fixed Wing Multi-Engine,HA
N581HA,BOEING,767-33AER,2001.0,2017.0,P & W,PW4060,Fixed Wing Multi-Engine,HA
N590HA,BOEING,767-3CBER,2002.0,2018.0,P & W,PW4060,Fixed Wing Multi-Engine,HA
N588HA,BOEING,767-3CBER,2002.0,2018.0,P & W,PW4060,Fixed Wing Multi-Engine,HA
N382HA,AIRBUS,A330-243,2010.0,2015.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N380HA,AIRBUS,A330-243,2010.0,2016.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N388HA,AIRBUS,A330-243,2012.0,2012.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N370HA,AIRBUS,A330-243,2014.0,2014.0,ROLLS-ROYC,TRENT 772B-60,Fixed Wing Multi-Engine,HA
N592HA,BOEING,767-3CBER,2003.0,2018.0,P & W,PW4060,Fixed Wing Multi-Engine,HA
N478HA,BOEING,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N490HA,BOEING,717-200,2000.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N477HA,BOEING,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N485HA,BOEING,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N481HA,BOEING,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N486HA,BOEING,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N491HA,BOEING,717-200,2003.0,2012.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N476HA,BOEING,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N493HA,BOEING,717-200,2005.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N487HA,BOEING,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N480HA,BOEING,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N492HA,BOEING,717-200,2004.0,2012.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N479HA,BOEING,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N484HA,BOEING,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N489HA,BOEING,717-200,1998.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N488HA,BOEING,717-200,1998.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N475HA,BOEING,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N483HA,BOEING,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,HA
N615NK,AIRBUS,A320-232,2012.0,2012.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N639NK,AIRBUS,A320-232,2015.0,2015.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N627NK,AIRBUS,A320-232,2014.0,2014.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N622NK,AIRBUS,A320-232,2013.0,2016.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N636NK,AIRBUS,A320-232,2015.0,2015.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N642NK,AIRBUS,A320-232,2015.0,2015.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N617NK,AIRBUS,A320-232,2012.0,2015.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N614NK,AIRBUS,A320-232,2012.0,2016.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N608NK,AIRBUS,A320-232,2011.0,2011.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N607NK,AIRBUS,A320-232,2011.0,2011.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N628NK,AIRBUS,A320-232,2014.0,2014.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N630NK,AIRBUS,A320-232,2014.0,2014.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N624NK,AIRBUS,A320-232,2013.0,2016.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N634NK,AIRBUS,A320-232,2014.0,2014.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N612NK,AIRBUS,A320-232,2012.0,2015.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N633NK,AIRBUS,A320-232,2014.0,2014.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N623NK,AIRBUS,A320-232,2013.0,2016.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N632NK,AIRBUS,A320-232,2014.0,2014.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N618NK,AIRBUS,A320-232,2013.0,2015.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N603NK,AIRBUS,A320-232,2010.0,2010.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N635NK,AIRBUS,A320-232,2014.0,2014.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
