tail_num,mfr_name,model,year,cert_year,eng_mfr_name,eng_model,aircraft_type,carrier
N643NK,AIRBUS,A320-232,2015.0,2015.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N626NK,AIRBUS,A320-232,2014.0,2014.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N640NK,AIRBUS,A320-232,2015.0,2015.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N620NK,AIRBUS,A320-232,2013.0,2016.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N609NK,AIRBUS,A320-232,2011.0,2015.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N613NK,AIRBUS,A320-232,2012.0,2014.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N621NK,AIRBUS,A320-232,2013.0,2016.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N638NK,AIRBUS,A320-232,2015.0,2015.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N516NK,AIRBUS,A319-132,2006.0,2018.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N521NK,AIRBUS,A319-132,2006.0,2016.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N525NK,AIRBUS,A319-132,2006.0,2016.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N515NK,AIRBUS,A319-132,2006.0,2016.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N507NK,AIRBUS,A319-132,2005.0,2005.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N528NK,AIRBUS,A319-132,2007.0,2017.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N508NK,AIRBUS,A319-132,2005.0,2016.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N514NK,AIRBUS,A319-132,2006.0,2018.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N529NK,AIRBUS,A319-132,2007.0,2018.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N531NK,AIRBUS,A319-132,2007.0,2018.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N522NK,AIRBUS,A319-132,2006.0,2017.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N526NK,AIRBUS,A319-132,2006.0,2012.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N510NK,AIRBUS,A319-132,2005.0,2016.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N506NK,AIRBUS,A319-132,2005.0,2018.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N530NK,AIRBUS,A319-132,2007.0,2018.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N519NK,AIRBUS,A319-132,2006.0,2016.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N517NK,AIRBUS,A319-132,2006.0,2018.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N532NK,AIRBUS,A319-132,2007.0,2018.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N523NK,AIRBUS,A319-132,2006.0,2017.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N509NK,AIRBUS,A319-132,2005.0,2016.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N505NK,AIRBUS,A319-132,2005.0,2018.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N534NK,AIRBUS,A319-132,2008.0,2013.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N512NK,AIRBUS,A319-132,2006.0,2018.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N504NK,AIRBUS,A319-132,2005.0,2018.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N502NK,AIRBUS,A319-132,2005.0,2018.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N533NK,AIRBUS,A319-132,2008.0,2013.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N524NK,AIRBUS,A319-132,2006.0,2018.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N527NK,AIRBUS,A319-132,2007.0,2018.0,IAE,V2524-A5,Fixed Wing Multi-Engine,NK
N616NK,AIRBUS,A320-232,2012.0,2015.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N637NK,AIRBUS,A320-232,2015.0,2015.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N641NK,AIRBUS,A320-232,2015.0,2015.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N606NK,AIRBUS,A320-232,2011.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N605NK,AIRBUS,A320-232,2011.0,2016.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N601NK,AIRBUS,A320-232,2010.0,2010.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N602NK,AIRBUS,A320-232,2010.0,2010.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N631NK,AIRBUS,A320-232,2014.0,2014.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N611NK,AIRBUS,A320-232,2012.0,2012.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N619NK,AIRBUS,A320-232,2013.0,2016.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N629NK,AIRBUS,A320-232,2014.0,2014.0,IAE,V2527-A5,Fixed Wing Multi-Engine,NK
N588NK,AIRBUS,A321-231,2005.0,2013.0,IAE,V2533-A5,Fixed Wing Multi-Engine,NK
N661NK,AIRBUS,A321-231,2015.0,2015.0,IAE,V2533-A5,Fixed Wing Multi-Engine,NK
N657NK,AIRBUS,A321-231,2015.0,2015.0,IAE,V2533-A5,Fixed Wing Multi-Engine,NK
N662NK,AIRBUS,A321-231,2015.0,2015.0,IAE,V2533-A5,Fixed Wing Multi-Engine,NK
N658NK,AIRBUS,A321-231,2015.0,2015.0,IAE,V2533-A5,Fixed Wing Multi-Engine,NK
N659NK,AIRBUS,A321-231,2015.0,2015.0,IAE,V2533-A5,Fixed Wing Multi-Engine,NK
N660NK,AIRBUS,A321-231,2015.0,2015.0,IAE,V2533-A5,Fixed Wing Multi-Engine,NK
N587NK,AIRBUS,A321-231,2005.0,2013.0,IAE,V2533-A5,Fixed Wing Multi-Engine,NK
N862AS,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N423SW,BOMBARDIER INC,CL-600-2B19,2000.0,2000.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N955SW,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N652BR,BOMBARDIER INC,CL-600-2B19,2000.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N864AS,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N906SW,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N869AS,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N863AS,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N699BR,BOMBARDIER INC,CL-600-2B19,2003.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N907SW,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N868CA,BOMBARDIER INC,CL-600-2B19,2000.0,2012.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N464SW,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N866AS,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N594SW,BOMBARDIER INC,CL-600-2B19,1999.0,2013.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N821AS,BOMBARDIER INC,CL-600-2B19,1997.0,2014.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N702BR,BOMBARDIER INC,CL-600-2B19,2000.0,2018.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N435SW,BOMBARDIER INC,CL-600-2B19,2001.0,2001.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N807SK,BOMBARDIER INC,CL-600-2D24,2006.0,2018.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N554CA,BOMBARDIER INC,CL-600-2D24,2008.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N809SK,BOMBARDIER INC,CL-600-2D24,2006.0,2018.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N692CA,BOMBARDIER INC,CL-600-2D24,2006.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N625CA,BOMBARDIER INC,CL-600-2C10,2003.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N815SK,BOMBARDIER INC,CL-600-2D24,2006.0,2007.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N805SK,BOMBARDIER INC,CL-600-2D24,2006.0,2018.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N549CA,BOMBARDIER INC,CL-600-2D24,2008.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N816SK,BOMBARDIER INC,CL-600-2D24,2006.0,2007.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N820SK,BOMBARDIER INC,CL-600-2D24,2006.0,2007.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N898SK,BOMBARDIER INC,CL-600-2D24,2007.0,2016.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N170PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2013.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N803SK,BOMBARDIER INC,CL-600-2D24,2006.0,2018.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N825SK,BOMBARDIER INC,CL-600-2D24,2009.0,2009.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N806SK,BOMBARDIER INC,CL-600-2D24,2006.0,2018.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N814SK,BOMBARDIER INC,CL-600-2D24,2006.0,2018.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N812SK,BOMBARDIER INC,CL-600-2D24,2006.0,2007.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N821SK,BOMBARDIER INC,CL-600-2D24,2007.0,2007.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N449SW,BOMBARDIER INC,CL-600-2B19,2002.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N603SK,BOMBARDIER INC,CL-600-2C10,2006.0,2007.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N617QX,BOMBARDIER INC,CL-600-2C10,2003.0,2003.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N633SK,BOMBARDIER INC,CL-600-2C10,2011.0,2011.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N606SK,BOMBARDIER INC,CL-600-2C10,2006.0,2006.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N630SK,BOMBARDIER INC,CL-600-2C10,2011.0,2011.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N608SK,BOMBARDIER INC,CL-600-2C10,2006.0,2006.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N613SK,BOMBARDIER INC,CL-600-2C10,2002.0,2017.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N802SK,BOMBARDIER INC,CL-600-2D24,2006.0,2018.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N611SK,BOMBARDIER INC,CL-600-2C10,2002.0,2017.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N824SK,BOMBARDIER INC,CL-600-2D24,2008.0,2008.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N641CA,BOMBARDIER INC,CL-600-2C10,2003.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N161PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2013.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N604SK,BOMBARDIER INC,CL-600-2C10,2006.0,2006.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N632SK,BOMBARDIER INC,CL-600-2C10,2011.0,2011.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N616QX,BOMBARDIER INC,CL-600-2C10,2003.0,2003.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N609SK,BOMBARDIER INC,CL-600-2C10,2002.0,2017.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N548CA,BOMBARDIER INC,CL-600-2D24,2008.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N693CA,BOMBARDIER INC,CL-600-2D24,2006.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N913EV,BOMBARDIER INC,CL-600-2B19,2002.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N779CA,BOMBARDIER INC,CL-600-2B19,1999.0,2016.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N8828D,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N689CA,BOMBARDIER INC,CL-600-2D24,2007.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N800SK,BOMBARDIER INC,CL-600-2D24,2006.0,2007.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N823SK,BOMBARDIER INC,CL-600-2D24,2008.0,2008.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N187PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2014.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N822SK,BOMBARDIER INC,CL-600-2D24,2008.0,2008.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N817SK,BOMBARDIER INC,CL-600-2D24,2006.0,2007.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N804SK,BOMBARDIER INC,CL-600-2D24,2006.0,2018.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N447SW,BOMBARDIER INC,CL-600-2B19,2002.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N454SW,BOMBARDIER INC,CL-600-2B19,2003.0,2005.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N8884E,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N823AS,BOMBARDIER INC,CL-600-2B19,1997.0,2014.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N8923A,BOMBARDIER INC,CL-600-2B19,2004.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N809CA,BOMBARDIER INC,CL-600-2B19,2000.0,2016.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N936SW,BOMBARDIER INC,CL-600-2B19,2002.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N953SW,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N446SW,BOMBARDIER INC,CL-600-2B19,2002.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N455CA,BOMBARDIER INC,CL-600-2B19,2002.0,2012.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N477CA,BOMBARDIER INC,CL-600-2B19,2002.0,2012.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N781CA,BOMBARDIER INC,CL-600-2B19,1999.0,2016.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N8942A,BOMBARDIER INC,CL-600-2B19,2004.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N459SW,BOMBARDIER INC,CL-600-2B19,2003.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N912EV,BOMBARDIER INC,CL-600-2B19,2002.0,2002.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N461SW,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N629BR,BOMBARDIER INC,CL-600-2B19,1998.0,2015.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N886AS,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N455SW,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N437SW,BOMBARDIER INC,CL-600-2B19,2001.0,2018.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N915EV,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N506CA,BOMBARDIER INC,CL-600-2B19,2003.0,2014.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N466SW,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N8903A,BOMBARDIER INC,CL-600-2B19,2004.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N432SW,BOMBARDIER INC,CL-600-2B19,2001.0,2018.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N431SW,BOMBARDIER INC,CL-600-2B19,2001.0,2018.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N448SW,BOMBARDIER INC,CL-600-2B19,2002.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N8965E,BOMBARDIER INC,CL-600-2B19,2004.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N463SW,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N460SW,BOMBARDIER INC,CL-600-2B19,2003.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N452SW,BOMBARDIER INC,CL-600-2B19,2002.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N885AS,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N457SW,BOMBARDIER INC,CL-600-2B19,2003.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N899SK,BOMBARDIER INC,CL-600-2D24,2007.0,2016.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N601XJ,BOMBARDIER INC,CL-600-2B19,2005.0,2005.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N8968E,BOMBARDIER INC,CL-600-2B19,2004.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N685BR,BOMBARDIER INC,CL-600-2B19,2002.0,2010.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N427SW,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N496CA,BOMBARDIER INC,CL-600-2B19,2003.0,2018.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N418SW,BOMBARDIER INC,CL-600-2B19,2000.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N659BR,BOMBARDIER INC,CL-600-2B19,2001.0,2018.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N8982A,BOMBARDIER INC,CL-600-2B19,2004.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N935SW,BOMBARDIER INC,CL-600-2B19,2002.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N433SW,BOMBARDIER INC,CL-600-2B19,2001.0,2018.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N162PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2013.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N896SK,BOMBARDIER INC,CL-600-2D24,2006.0,2016.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N679CA,BOMBARDIER INC,CL-600-2D24,2007.0,2012.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N607SK,BOMBARDIER INC,CL-600-2C10,2006.0,2006.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N426SW,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N675BR,BOMBARDIER INC,CL-600-2B19,2002.0,2010.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N429SW,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N495CA,BOMBARDIER INC,CL-600-2B19,2003.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N430SW,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N944SW,BOMBARDIER INC,CL-600-2B19,2003.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N438SW,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N487CA,BOMBARDIER INC,CL-600-2B19,2002.0,2012.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N8932C,BOMBARDIER INC,CL-600-2B19,2004.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N602XJ,BOMBARDIER INC,CL-600-2B19,2005.0,2005.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N603QX,BOMBARDIER INC,CL-600-2C10,2001.0,2001.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N910EV,BOMBARDIER INC,CL-600-2B19,2002.0,2002.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N813SK,BOMBARDIER INC,CL-600-2D24,2006.0,2007.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N810SK,BOMBARDIER INC,CL-600-2D24,2006.0,2018.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N897SK,BOMBARDIER INC,CL-600-2D24,2006.0,2016.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N982SW,BOMBARDIER INC,CL-600-2B19,2004.0,2005.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N701BR,BOMBARDIER INC,CL-600-2B19,2000.0,2018.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N932EV,BOMBARDIER INC,CL-600-2B19,2005.0,2014.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N494CA,BOMBARDIER INC,CL-600-2B19,2003.0,2014.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N970SW,BOMBARDIER INC,CL-600-2B19,2003.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N971SW,BOMBARDIER INC,CL-600-2B19,2004.0,2005.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N926SW,BOMBARDIER INC,CL-600-2B19,2002.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N928SW,BOMBARDIER INC,CL-600-2B19,2002.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N709BR,BOMBARDIER INC,CL-600-2B19,2003.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N780SK,BOMBARDIER INC,CL-600-2C10,2009.0,2009.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N754SK,BOMBARDIER INC,CL-600-2C10,2005.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N742SK,BOMBARDIER INC,CL-600-2C10,2005.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N903SW,BOMBARDIER INC,CL-600-2B19,2000.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N919SW,BOMBARDIER INC,CL-600-2B19,2002.0,2018.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N507CA,BOMBARDIER INC,CL-600-2B19,2003.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N753SK,BOMBARDIER INC,CL-600-2C10,2005.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N726SK,BOMBARDIER INC,CL-600-2C10,2005.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N758SK,BOMBARDIER INC,CL-600-2C10,2005.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N705SK,BOMBARDIER INC,CL-600-2C10,2004.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N960SW,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N963SW,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N593ML,BOMBARDIER INC,CL-600-2B19,2001.0,2016.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N479CA,BOMBARDIER INC,CL-600-2B19,2002.0,2014.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N962SW,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N930SW,BOMBARDIER INC,CL-600-2B19,2002.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N910SW,BOMBARDIER INC,CL-600-2B19,2001.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N957SW,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N920SW,BOMBARDIER INC,CL-600-2B19,2002.0,2018.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N945SW,BOMBARDIER INC,CL-600-2B19,2003.0,2004.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N905SW,BOMBARDIER INC,CL-600-2B19,2000.0,2017.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N956SW,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N954SW,BOMBARDIER INC,CL-600-2B19,2003.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N984CA,BOMBARDIER INC,CL-600-2B19,1997.0,2008.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N923SW,BOMBARDIER INC,CL-600-2B19,2002.0,2003.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N472CA,BOMBARDIER INC,CL-600-2B19,2002.0,2014.0,GE,CF34-3,Fixed Wing Multi-Engine,OO
N732SK,BOMBARDIER INC,CL-600-2C10,2005.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N783SK,BOMBARDIER INC,CL-600-2C10,2009.0,2009.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N788SK,BOMBARDIER INC,CL-600-2C10,2009.0,2009.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N745SK,BOMBARDIER INC,CL-600-2C10,2005.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N779SK,BOMBARDIER INC,CL-600-2C10,2009.0,2009.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N768SK,BOMBARDIER INC,CL-600-2C10,2005.0,2006.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N762SK,BOMBARDIER INC,CL-600-2C10,2005.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N756SK,BOMBARDIER INC,CL-600-2C10,2005.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N712SK,BOMBARDIER INC,CL-600-2C10,2004.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N776SK,BOMBARDIER INC,CL-600-2C10,2006.0,2006.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N728SK,BOMBARDIER INC,CL-600-2C10,2005.0,2005.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
N772SK,BOMBARDIER INC,CL-600-2C10,2005.0,2006.0,GE,CF34-8C,Fixed Wing Multi-Engine,OO
